id,suhu,ph,salinitas,ketinggian,create at,update at
909,31.94,8.28,614,48,10/20/2021 17:00,NULL
910,31.94,8.31,596,48,10/20/2021 17:00,NULL
911,31.94,8.15,661,48,10/20/2021 17:00,NULL
912,31.94,8.15,1084,48,10/20/2021 17:00,NULL
913,31.94,8.16,1084,48,10/20/2021 17:01,NULL
914,31.87,8.14,1084,48,10/20/2021 17:01,NULL
915,31.87,8.15,1084,48,10/20/2021 17:01,NULL
916,31.87,8.14,612,48,10/20/2021 17:01,NULL
917,31.81,8.12,1084,54,10/20/2021 17:01,NULL
918,31.81,8.24,1084,48,10/20/2021 17:01,NULL
919,31.81,8.3,1084,48,10/20/2021 17:01,NULL
920,31.75,8.34,1084,48,10/20/2021 17:02,NULL
921,-127,1.18,1084,100,10/28/2021 10:26,NULL
922,-127,1.55,1084,100,10/28/2021 10:27,NULL
923,-127,1.58,284,100,10/28/2021 10:27,NULL
924,-127,1.46,281,100,10/28/2021 10:27,NULL
925,-127,1.47,1084,100,10/28/2021 10:27,NULL
926,-127,1.39,283,100,10/28/2021 10:27,NULL
927,-127,1.43,283,100,10/28/2021 10:27,NULL
928,-127,1.26,284,100,10/28/2021 10:27,NULL
929,-127,1.45,283,100,10/28/2021 10:27,NULL
930,-127,1.56,282,100,10/28/2021 10:28,NULL
931,-127,1.48,282,100,10/28/2021 10:28,NULL
932,-127,1.46,282,100,10/28/2021 10:28,NULL
933,-127,1.37,283,100,10/28/2021 10:28,NULL
934,-127,1.91,339,100,10/28/2021 10:29,NULL
935,-127,6.28,281,100,10/28/2021 10:57,NULL
936,-127,7.88,281,100,10/28/2021 10:57,NULL
937,-127,7.88,281,100,10/28/2021 10:57,NULL
938,-127,6.37,281,100,10/28/2021 11:14,NULL
939,-127,5.93,281,100,10/28/2021 11:15,NULL
940,-127,7.46,281,100,10/28/2021 11:15,NULL
941,-127,7.47,281,100,10/28/2021 11:15,NULL
942,-127,7.47,281,100,10/28/2021 11:15,NULL
943,-127,7.48,281,100,10/28/2021 11:15,NULL
944,-127,7.5,281,100,10/28/2021 11:15,NULL
945,-127,7.6,281,100,10/28/2021 11:15,NULL
946,-127,7.73,281,100,10/28/2021 11:15,NULL
947,-127,7.87,281,100,10/28/2021 11:16,NULL
948,-127,8.22,281,100,10/28/2021 11:16,NULL
949,-127,7.55,281,100,10/28/2021 11:16,NULL
950,-127,8.02,281,100,10/28/2021 11:16,NULL
951,-127,7.51,281,100,10/28/2021 11:16,NULL
952,-127,7.12,281,100,10/28/2021 11:16,NULL
953,-127,8.08,281,100,10/28/2021 11:16,NULL
954,-127,8.61,281,100,10/28/2021 11:16,NULL
955,-127,8.71,281,100,10/28/2021 11:17,NULL
956,-127,8.45,281,100,10/28/2021 11:17,NULL
957,-127,8.49,281,100,10/28/2021 11:17,NULL
958,-127,8.59,281,100,10/28/2021 11:17,NULL
959,-127,8.63,281,100,10/28/2021 11:17,NULL
960,-127,6.92,281,100,10/28/2021 11:17,NULL
961,-127,6.57,281,100,10/28/2021 11:17,NULL
962,-127,6.37,361,100,10/28/2021 11:18,NULL
963,-127,5.42,281,100,10/28/2021 11:18,NULL
964,-127,8.94,281,100,10/28/2021 11:18,NULL
965,-127,9.06,281,100,10/28/2021 11:18,NULL
966,-127,9.05,281,100,10/28/2021 11:18,NULL
967,-127,9.06,281,100,10/28/2021 11:18,NULL
968,-127,9.09,281,100,10/28/2021 11:18,NULL
969,-127,9.06,281,100,10/28/2021 11:18,NULL
970,-127,9.1,281,100,10/28/2021 11:19,NULL
971,-127,9.09,281,100,10/28/2021 11:19,NULL
972,-127,9.03,281,100,10/28/2021 11:19,NULL
973,-127,9,281,100,10/28/2021 11:19,NULL
974,-127,9.04,281,100,10/28/2021 11:19,NULL
975,-127,9.02,281,100,10/28/2021 11:19,NULL
976,-127,9.05,281,100,10/28/2021 11:19,NULL
977,-127,9,281,100,10/28/2021 11:20,NULL
978,-127,8.95,281,100,10/28/2021 11:20,NULL
979,-127,8.27,281,100,10/28/2021 11:20,NULL
980,-127,8.27,281,100,10/28/2021 11:20,NULL
981,-127,8.28,281,100,10/28/2021 11:20,NULL
982,-127,8.09,281,100,10/28/2021 11:20,NULL
983,-127,8.06,281,100,10/28/2021 11:20,NULL
984,-127,8.07,281,100,10/28/2021 11:20,NULL
985,-127,8.03,281,100,10/28/2021 11:21,NULL
986,-127,8.06,281,100,10/28/2021 11:21,NULL
987,-127,8.11,281,100,10/28/2021 11:21,NULL
988,-127,8.12,281,100,10/28/2021 11:21,NULL
989,-127,8.81,281,100,10/28/2021 11:21,NULL
990,-127,9.04,281,100,10/28/2021 11:21,NULL
991,-127,11.87,490,100,10/28/2021 11:24,NULL
992,-127,11.7,544,100,10/28/2021 11:24,NULL
993,-127,11.68,550,100,10/28/2021 11:24,NULL
994,-127,16.85,549,100,10/28/2021 11:26,NULL
995,-127,20.38,550,100,10/28/2021 11:26,NULL
996,-127,17.97,549,100,10/28/2021 11:26,NULL
997,-127,12.2,551,100,10/28/2021 11:27,NULL
998,-127,7.1,552,100,10/28/2021 11:27,NULL
999,-127,6.68,553,100,10/28/2021 11:27,NULL
1000,-127,7.21,553,100,10/28/2021 11:27,NULL
1001,-127,7.53,554,100,10/28/2021 11:27,NULL
1002,-127,7.76,554,100,10/28/2021 11:27,NULL
1003,-127,8.02,554,100,10/28/2021 11:27,NULL
1004,-127,8.28,554,100,10/28/2021 11:27,NULL
1005,-127,8.47,554,100,10/28/2021 11:28,NULL
1006,-127,8.47,554,100,10/28/2021 11:28,NULL
1007,-127,8.58,554,100,10/28/2021 11:28,NULL
1008,-127,8.59,554,100,10/28/2021 11:28,NULL
1009,-127,8.62,554,100,10/28/2021 11:28,NULL
1010,-127,8.59,554,100,10/28/2021 11:28,NULL
1011,-127,8.61,554,100,10/28/2021 11:28,NULL
1012,-127,8.62,554,100,10/28/2021 11:29,NULL
1013,-127,8.61,554,100,10/28/2021 11:29,NULL
1014,-127,8.65,554,100,10/28/2021 11:29,NULL
1015,-127,8.65,554,100,10/28/2021 11:29,NULL
1016,-127,8.55,554,100,10/28/2021 11:29,NULL
1017,-127,7.78,550,100,10/28/2021 11:30,NULL
1018,-127,7.74,551,100,10/28/2021 11:30,NULL
1019,-127,7.68,552,100,10/28/2021 11:30,NULL
1020,-127,7.66,552,100,10/28/2021 11:30,NULL
1021,-127,7.67,553,100,10/28/2021 11:31,NULL
1022,-127,7.52,551,100,10/28/2021 11:31,NULL
1023,-127,7.57,553,100,10/28/2021 11:31,NULL
1024,-127,7.54,553,100,10/28/2021 11:31,NULL
1025,-127,7.52,553,100,10/28/2021 11:31,NULL
1026,-127,7.3,553,100,10/28/2021 11:31,NULL
1027,-127,7.39,551,100,10/28/2021 11:31,NULL
1028,-127,7.31,553,100,10/28/2021 11:31,NULL
1029,-127,7.29,553,100,10/28/2021 11:32,NULL
1030,-127,7.29,553,100,10/28/2021 11:32,NULL
1031,-127,7.25,553,100,10/28/2021 11:32,NULL
1032,-127,7.2,553,100,10/28/2021 11:32,NULL
1033,-127,7.07,553,100,10/28/2021 11:32,NULL
1034,-127,7.19,553,100,10/28/2021 11:32,NULL
1035,-127,7.16,553,100,10/28/2021 11:32,NULL
1036,-127,7.15,553,100,10/28/2021 11:32,NULL
1037,-127,7.11,553,100,10/28/2021 11:33,NULL
1038,-127,6.81,553,100,10/28/2021 11:33,NULL
1039,-127,7.03,552,100,10/28/2021 11:33,NULL
1040,-127,7.01,552,100,10/28/2021 11:33,NULL
1041,-127,6.98,553,100,10/28/2021 11:33,NULL
1042,-127,6.95,553,100,10/28/2021 11:33,NULL
1043,-127,6.93,553,100,10/28/2021 11:33,NULL
1044,-127,6.91,553,100,10/28/2021 11:34,NULL
1045,-127,6.82,522,100,10/28/2021 11:34,NULL
1046,-127,6.96,471,100,10/28/2021 11:34,NULL
1047,-127,6.92,391,100,10/28/2021 11:34,NULL
1048,-127,6.9,310,100,10/28/2021 11:34,NULL
1049,-127,6.88,281,100,10/28/2021 11:34,NULL
1050,-127,6.88,289,100,10/28/2021 11:34,NULL
1051,-127,6.85,281,100,10/28/2021 11:34,NULL
1052,-127,6.83,281,100,10/28/2021 11:35,NULL
1053,-127,6.83,281,100,10/28/2021 11:35,NULL
1054,-127,6.82,281,100,10/28/2021 11:35,NULL
1055,-127,6.82,281,100,10/28/2021 11:35,NULL
1056,-127,6.84,281,100,10/28/2021 11:35,NULL
1057,-127,6.84,281,100,10/28/2021 11:35,NULL
1058,-127,6.83,281,100,10/28/2021 11:35,NULL
1059,-127,6.87,281,100,10/28/2021 11:35,NULL
1060,-127,6.85,281,100,10/28/2021 11:36,NULL
1061,-127,6.85,281,100,10/28/2021 11:36,NULL
1062,-127,6.85,281,100,10/28/2021 11:36,NULL
1063,-127,6.84,281,100,10/28/2021 11:36,NULL
1064,-127,6.84,281,100,10/28/2021 11:36,NULL
1065,-127,6.83,281,100,10/28/2021 11:36,NULL
1066,-127,6.83,281,100,10/28/2021 11:36,NULL
1067,-127,6.82,281,100,10/28/2021 11:36,NULL
1068,-127,6.82,281,100,10/28/2021 11:37,NULL
1069,-127,6.82,281,100,10/28/2021 11:37,NULL
1070,-127,6.82,281,100,10/28/2021 11:37,NULL
1071,-127,6.82,281,100,10/28/2021 11:37,NULL
1072,-127,6.82,281,100,10/28/2021 11:37,NULL
1073,-127,6.81,281,100,10/28/2021 11:37,NULL
1074,-127,6.81,281,100,10/28/2021 11:37,NULL
1075,-127,6.81,281,100,10/28/2021 11:38,NULL
1076,-127,6.81,281,100,10/28/2021 11:38,NULL
1077,-127,6.81,281,100,10/28/2021 11:38,NULL
1078,-127,6.81,281,100,10/28/2021 11:38,NULL
1079,-127,6.81,281,100,10/28/2021 11:38,NULL
1080,-127,6.8,281,100,10/28/2021 11:38,NULL
1081,-127,6.8,281,100,10/28/2021 11:38,NULL
1082,-127,6.79,281,100,10/28/2021 11:38,NULL
1083,-127,6.79,281,100,10/28/2021 11:39,NULL
1084,-127,6.74,281,100,10/28/2021 11:39,NULL
1085,-127,6.78,281,100,10/28/2021 11:39,NULL
1086,-127,6.71,281,100,10/28/2021 11:39,NULL
1087,-127,6.7,361,100,10/28/2021 11:39,NULL
1088,-127,6.71,281,100,10/28/2021 11:39,NULL
1089,-127,6.74,281,100,10/28/2021 11:39,NULL
1090,-127,6.74,281,100,10/28/2021 11:39,NULL
1091,-127,6.69,281,100,10/28/2021 11:40,NULL
1092,-127,6.66,495,100,10/28/2021 11:40,NULL
1093,-127,6.66,503,100,10/28/2021 11:40,NULL
1094,-127,6.65,505,100,10/28/2021 11:40,NULL
1095,-127,6.64,505,100,10/28/2021 11:40,NULL
1096,-127,6.64,506,100,10/28/2021 11:40,NULL
1097,-127,6.64,506,100,10/28/2021 11:40,NULL
1098,-127,6.62,506,100,10/28/2021 11:40,NULL
1099,-127,6.61,506,100,10/28/2021 11:41,NULL
1100,-127,6.6,507,100,10/28/2021 11:41,NULL
1101,-127,6.59,507,100,10/28/2021 11:41,NULL
1102,-127,6.6,329,100,10/28/2021 11:41,NULL
1103,-127,6.58,314,100,10/28/2021 11:41,NULL
1104,-127,6.58,315,100,10/28/2021 11:41,NULL
1105,-127,6.56,282,100,10/28/2021 11:41,NULL
1106,-127,6.34,286,100,10/28/2021 11:42,NULL
1107,-127,6.36,281,100,10/28/2021 11:42,NULL
1108,-127,6.34,281,100,10/28/2021 11:42,NULL
1109,-127,6.32,281,100,10/28/2021 11:42,NULL
1110,-127,5.76,281,100,10/28/2021 11:42,NULL
1111,-127,8.32,281,100,10/28/2021 11:42,NULL
1112,-127,18.32,1081,100,10/28/2021 11:42,NULL
1113,-127,5.61,1001,100,10/28/2021 11:42,NULL
1114,-127,4.29,281,100,10/28/2021 11:42,NULL
1115,-127,4.01,361,100,10/28/2021 11:43,NULL
1116,-127,5.72,281,100,10/28/2021 11:43,NULL
1117,-127,5.92,281,100,10/28/2021 11:43,NULL
1118,-127,6.06,281,100,10/28/2021 11:43,NULL
1119,-127,6.12,281,100,10/28/2021 11:43,NULL
1120,-127,6.2,281,100,10/28/2021 11:43,NULL
1121,-127,6.25,281,100,10/28/2021 11:43,NULL
1122,-127,6.42,281,100,10/28/2021 11:44,NULL
1123,-127,6.56,281,100,10/28/2021 11:44,NULL
1124,-127,6.66,281,100,10/28/2021 11:44,NULL
1125,-127,6.72,361,100,10/28/2021 11:44,NULL
1126,-127,6.89,282,100,10/28/2021 11:44,NULL
1127,-127,6.95,281,100,10/28/2021 11:44,NULL
1128,-127,6.98,449,100,10/28/2021 11:44,NULL
1129,-127,7.01,480,100,10/28/2021 11:44,NULL
1130,-127,7.09,483,100,10/28/2021 11:45,NULL
1131,-127,7.3,483,100,10/28/2021 11:45,NULL
1132,-127,7.37,484,100,10/28/2021 11:45,NULL
1133,-127,7.39,484,100,10/28/2021 11:45,NULL
1134,-127,7.41,486,100,10/28/2021 11:45,NULL
1135,-127,7.43,486,100,10/28/2021 11:45,NULL
1136,-127,7.45,487,100,10/28/2021 11:45,NULL
1137,-127,7.46,488,100,10/28/2021 11:45,NULL
1138,-127,7.48,488,100,10/28/2021 11:46,NULL
1139,-127,7.5,487,100,10/28/2021 11:46,NULL
1140,-127,7.52,487,100,10/28/2021 11:46,NULL
1141,-127,7.54,281,100,10/28/2021 11:46,NULL
1142,-127,7.55,281,100,10/28/2021 11:46,NULL
1143,-127,7.56,281,100,10/28/2021 11:46,NULL
1144,-127,7.56,282,100,10/28/2021 11:46,NULL
1145,-127,7.57,281,100,10/28/2021 11:46,NULL
1146,-127,7.59,281,100,10/28/2021 11:47,NULL
1147,-127,7.59,413,100,10/28/2021 11:47,NULL
1148,-127,7.6,428,100,10/28/2021 11:47,NULL
1149,-127,7.61,384,100,10/28/2021 11:47,NULL
1150,-127,7.61,307,100,10/28/2021 11:47,NULL
1151,-127,7.63,292,100,10/28/2021 11:47,NULL
1152,-127,7.64,283,100,10/28/2021 11:47,NULL
1153,-127,7.64,361,100,10/28/2021 11:48,NULL
1154,-127,7.65,1084,100,10/28/2021 11:48,NULL
1155,-127,7.66,1004,100,10/28/2021 11:48,NULL
1156,-127,7.67,843,100,10/28/2021 11:48,NULL
1157,-127,7.67,682,100,10/28/2021 11:48,NULL
1158,-127,7.69,361,100,10/28/2021 11:48,NULL
1159,-127,7.7,441,100,10/28/2021 11:48,NULL
1160,-127,7.71,441,100,10/28/2021 11:48,NULL
1161,-127,7.73,522,100,10/28/2021 11:49,NULL
1162,-127,7.74,361,100,10/28/2021 11:49,NULL
1163,-127,7.75,361,100,10/28/2021 11:49,NULL
1164,-127,7.76,281,100,10/28/2021 11:49,NULL
1165,-127,7.76,361,100,10/28/2021 11:49,NULL
1166,-127,7.77,281,100,10/28/2021 11:49,NULL
1167,-127,7.76,441,100,10/28/2021 11:49,NULL
1168,-127,7.77,485,100,10/28/2021 11:49,NULL
1169,-127,7.78,491,100,10/28/2021 11:50,NULL
1170,-127,7.8,493,100,10/28/2021 11:50,NULL
1171,-127,7.8,492,100,10/28/2021 11:50,NULL
1172,-127,7.81,488,100,10/28/2021 11:50,NULL
1173,-127,7.82,492,100,10/28/2021 11:50,NULL
1174,-127,7.82,493,100,10/28/2021 11:50,NULL
1175,-127,7.77,494,100,10/28/2021 11:50,NULL
1176,-127,7.53,494,100,10/28/2021 11:50,NULL
1177,-127,7.41,494,100,10/28/2021 11:50,NULL
1178,-127,7.37,494,100,10/28/2021 11:51,NULL
1179,-127,7.31,494,100,10/28/2021 11:51,NULL
1180,-127,7.26,492,100,10/28/2021 11:51,NULL
1181,-127,7.22,493,100,10/28/2021 11:51,NULL
1182,-127,7.21,494,100,10/28/2021 11:51,NULL
1183,-127,7.19,495,100,10/28/2021 11:51,NULL
1184,-127,7.18,495,100,10/28/2021 11:51,NULL
1185,-127,7.16,495,100,10/28/2021 11:52,NULL
1186,-127,7.14,492,100,10/28/2021 11:52,NULL
1187,-127,7.12,493,100,10/28/2021 11:52,NULL
1188,-127,7.14,493,100,10/28/2021 11:52,NULL
1189,-127,7.18,494,100,10/28/2021 11:52,NULL
1190,-127,7.19,494,100,10/28/2021 11:52,NULL
1191,-127,7.19,495,100,10/28/2021 11:52,NULL
1192,-127,7.2,495,100,10/28/2021 11:52,NULL
1193,-127,7.21,495,100,10/28/2021 11:53,NULL
1194,-127,7.22,495,100,10/28/2021 11:53,NULL
1195,-127,7.21,495,100,10/28/2021 11:53,NULL
1196,-127,7.19,495,100,10/28/2021 11:53,NULL
1197,-127,7.19,495,100,10/28/2021 11:53,NULL
1198,-127,7.06,496,100,10/28/2021 11:53,NULL
1199,-127,7.07,496,100,10/28/2021 11:53,NULL
1200,-127,7.03,496,100,10/28/2021 11:53,NULL
1201,-127,6.99,496,100,10/28/2021 11:54,NULL
1202,-127,6.95,497,100,10/28/2021 11:54,NULL
1203,-127,6.92,497,100,10/28/2021 11:54,NULL
1204,-127,6.93,497,100,10/28/2021 11:54,NULL
1205,-127,6.95,497,100,10/28/2021 11:54,NULL
1206,-127,6.96,497,100,10/28/2021 11:54,NULL
1207,-127,6.96,497,100,10/28/2021 11:54,NULL
1208,-127,7.03,497,100,10/28/2021 11:54,NULL
1209,-127,6.99,497,100,10/28/2021 11:55,NULL
1210,-127,6.97,498,100,10/28/2021 11:55,NULL
1211,-127,6.92,498,100,10/28/2021 11:55,NULL
1212,-127,6.92,498,100,10/28/2021 11:55,NULL
1213,-127,40.24,491,100,10/28/2021 11:55,NULL
1214,-127,40.24,491,100,10/28/2021 11:55,NULL
1215,-127,40.24,492,100,10/28/2021 11:55,NULL
1216,-127,40.24,492,100,10/28/2021 11:55,NULL
1217,-127,40.24,492,100,10/28/2021 11:56,NULL
1218,-127,40.24,492,100,10/28/2021 11:56,NULL
1219,-127,40.24,491,100,10/28/2021 11:56,NULL
1220,-127,40.24,492,100,10/28/2021 11:56,NULL
1221,-127,40.24,492,100,10/28/2021 11:56,NULL
1222,-127,40.24,492,100,10/28/2021 11:56,NULL
1223,-127,40.24,492,100,10/28/2021 11:56,NULL
1224,-127,40.24,492,100,10/28/2021 11:56,NULL
1225,-127,40.24,493,100,10/28/2021 11:57,NULL
1226,-127,40.24,493,100,10/28/2021 11:57,NULL
1227,-127,40.24,492,100,10/28/2021 11:57,NULL
1228,-127,40.24,493,100,10/28/2021 11:57,NULL
1229,-127,40.24,493,100,10/28/2021 11:57,NULL
1230,-127,40.24,493,100,10/28/2021 11:57,NULL
1231,-127,37.14,497,100,10/28/2021 11:58,NULL
1232,-127,36.11,497,100,10/28/2021 11:58,NULL
1233,-127,0.6,497,100,10/28/2021 11:58,NULL
1234,-127,1.65,497,100,10/28/2021 11:58,NULL
1235,-127,2.01,498,100,10/28/2021 11:58,NULL
1236,-127,1.97,498,100,10/28/2021 11:58,NULL
1237,-127,1.96,499,100,10/28/2021 11:58,NULL
1238,-127,2.02,499,100,10/28/2021 11:58,NULL
1239,-127,2.08,499,100,10/28/2021 11:59,NULL
1240,-127,2.09,499,99,10/28/2021 11:59,NULL
1241,-127,2.09,499,100,10/28/2021 11:59,NULL
1242,-127,2.12,499,100,10/28/2021 11:59,NULL
1243,-127,2.17,499,100,10/28/2021 11:59,NULL
1244,-127,2.72,499,100,10/28/2021 11:59,NULL
1245,-127,2.82,500,100,10/28/2021 11:59,NULL
1246,-127,2.78,500,100,10/28/2021 11:59,NULL
1247,-127,2.77,500,100,10/28/2021 12:00,NULL
1248,-127,2.74,500,100,10/28/2021 12:00,NULL
1249,-127,2.74,500,99,10/28/2021 12:00,NULL
1250,-127,3.49,500,100,10/28/2021 12:00,NULL
1251,-127,3.47,500,100,10/28/2021 12:00,NULL
1252,-127,3.47,500,100,10/28/2021 12:00,NULL
1253,-127,3.5,500,100,10/28/2021 12:00,NULL
1254,-127,3.84,500,100,10/28/2021 12:00,NULL
1255,-127,3.92,500,100,10/28/2021 12:01,NULL
1256,-127,3.95,500,100,10/28/2021 12:01,NULL
1257,-127,4.62,500,100,10/28/2021 12:01,NULL
1258,-127,4.64,500,100,10/28/2021 12:01,NULL
1259,-127,4.66,501,100,10/28/2021 12:01,NULL
1260,-127,5.1,501,100,10/28/2021 12:01,NULL
1261,-127,5.18,501,100,10/28/2021 12:01,NULL
1262,-127,5.11,501,100,10/28/2021 12:01,NULL
1263,-127,5.14,501,100,10/28/2021 12:02,NULL
1264,-127,5.14,500,100,10/28/2021 12:02,NULL
1265,-127,5.22,500,100,10/28/2021 12:02,NULL
1266,-127,5.2,500,100,10/28/2021 12:02,NULL
1267,-127,5.19,500,100,10/28/2021 12:02,NULL
1268,-127,5.29,500,100,10/28/2021 12:02,NULL
1269,-127,5.15,500,100,10/28/2021 12:02,NULL
1270,-127,5.1,500,100,10/28/2021 12:03,NULL
1271,-127,5.11,500,100,10/28/2021 12:03,NULL
1272,-127,4.85,500,100,10/28/2021 12:03,NULL
1273,-127,4.27,499,100,10/28/2021 12:03,NULL
1274,-127,3.3,499,100,10/28/2021 12:03,NULL
1275,-127,3.19,499,100,10/28/2021 12:03,NULL
1276,-127,3.25,499,100,10/28/2021 12:03,NULL
1277,-127,3.2,500,100,10/28/2021 12:03,NULL
1278,-127,3.07,500,100,10/28/2021 12:04,NULL
1279,-127,3.02,500,100,10/28/2021 12:04,NULL
1280,-127,3.01,500,100,10/28/2021 12:04,NULL
1281,-127,2.68,500,100,10/28/2021 12:04,NULL
1282,-127,2.62,500,100,10/28/2021 12:04,NULL
1283,-127,2.57,500,100,10/28/2021 12:04,NULL
1284,-127,2.61,500,100,10/28/2021 12:04,NULL
1285,-127,2.54,500,100,10/28/2021 12:04,NULL
1286,-127,2.57,500,100,10/28/2021 12:05,NULL
1287,-127,2.68,500,100,10/28/2021 12:05,NULL
1288,-127,2.75,500,100,10/28/2021 12:05,NULL
1289,-127,2.65,500,100,10/28/2021 12:05,NULL
1290,-127,2.51,500,100,10/28/2021 12:05,NULL
1291,-127,2.42,501,100,10/28/2021 12:05,NULL
1292,-127,2.42,501,100,10/28/2021 12:05,NULL
1293,-127,2.44,501,100,10/28/2021 12:05,NULL
1294,-127,2.48,501,100,10/28/2021 12:06,NULL
1295,-127,2.43,501,100,10/28/2021 12:06,NULL
1296,-127,2.39,501,100,10/28/2021 12:06,NULL
1297,-127,2.37,501,100,10/28/2021 12:06,NULL
1298,-127,2.35,418,100,10/28/2021 12:06,NULL
1299,28.81,8.28,394,54,10/30/2021 15:32,NULL
1300,28.81,40.24,395,54,10/30/2021 15:32,NULL
1301,28.75,40.24,367,54,10/30/2021 15:39,NULL
1302,28.81,40.24,376,53,10/30/2021 15:39,NULL
1303,28.75,40.24,388,54,10/30/2021 15:39,NULL
1304,28.81,40.24,398,54,10/30/2021 15:39,NULL
1305,28.75,40.24,403,54,10/30/2021 15:40,NULL
1306,28.75,40.24,404,54,10/30/2021 15:40,NULL
1307,28.81,40.24,405,53,10/30/2021 15:40,NULL
1308,28.75,40.24,405,54,10/30/2021 15:40,NULL
1309,28.69,11.82,377,100,10/30/2021 16:14,NULL
1310,28.69,11.82,382,100,10/30/2021 16:15,NULL
1311,28.75,11.82,394,100,10/30/2021 16:15,NULL
1312,28.75,11.82,393,56,10/30/2021 16:15,NULL
1313,28.75,11.82,400,54,10/30/2021 16:15,NULL
1314,28.75,11.82,401,56,10/30/2021 16:15,NULL
1315,28.75,11.82,406,56,10/30/2021 16:15,NULL
1316,28.75,11.83,402,56,10/30/2021 16:15,NULL
1317,28.75,11.83,400,57,10/30/2021 16:16,NULL
1318,28.75,11.83,404,-460,10/30/2021 16:16,NULL
1319,28.69,11.83,404,95,10/30/2021 16:16,NULL
1320,28.69,11.83,403,54,10/30/2021 16:16,NULL
1321,28.75,11.83,400,55,10/30/2021 16:16,NULL
1322,28.75,11.82,404,56,10/30/2021 16:16,NULL
1323,28.75,11.83,406,55,10/30/2021 16:17,NULL
1324,28.75,11.83,417,55,10/30/2021 16:17,NULL
1325,28.69,11.83,410,57,10/30/2021 16:17,NULL
1326,28.75,11.83,412,55,10/30/2021 16:17,NULL
1327,28.69,11.83,408,55,10/30/2021 16:17,NULL
1328,28.69,11.83,411,54,10/30/2021 16:17,NULL
1329,28.75,11.83,413,97,10/30/2021 16:17,NULL
1330,28.69,11.83,409,12,10/30/2021 16:18,NULL
1331,28.69,11.83,409,27,10/30/2021 16:18,NULL
1332,28.75,11.83,413,-5273,10/30/2021 16:18,NULL
1333,28.75,11.83,415,100,10/30/2021 16:18,NULL
1334,28.75,11.83,418,54,10/30/2021 16:18,NULL
1335,28.69,11.83,413,100,10/30/2021 16:18,NULL
1336,28.69,11.84,417,100,10/30/2021 16:18,NULL
1337,28.81,11.84,421,100,10/30/2021 16:19,NULL
1338,28.75,11.84,418,55,10/30/2021 16:19,NULL
1339,28.75,11.84,415,100,10/30/2021 16:19,NULL
1340,28.75,11.84,415,56,10/30/2021 16:19,NULL
1341,28.75,11.83,418,100,10/30/2021 16:19,NULL
1342,28.75,11.84,415,100,10/30/2021 16:19,NULL
1343,28.75,11.84,416,-11968,10/30/2021 16:19,NULL
1344,28.75,11.84,416,55,10/30/2021 16:19,NULL
1345,28.75,11.84,419,54,10/30/2021 16:20,NULL
1346,28.69,11.84,424,54,10/30/2021 16:20,NULL
1347,28.69,11.84,425,54,10/30/2021 16:20,NULL
1348,28.75,11.84,422,56,10/30/2021 16:20,NULL
1349,28.75,11.83,419,53,10/30/2021 16:20,NULL
1350,28.75,11.83,420,54,10/30/2021 16:20,NULL
1351,28.69,11.83,415,100,10/30/2021 16:20,NULL
1352,28.75,11.84,415,100,10/30/2021 16:21,NULL
1353,28.69,11.83,419,100,10/30/2021 16:21,NULL
1354,28.75,11.83,421,-12961,10/30/2021 16:21,NULL
1355,28.75,11.83,422,100,10/30/2021 16:21,NULL
1356,28.75,11.83,427,100,10/30/2021 16:21,NULL
1357,28.75,11.83,421,100,10/30/2021 16:21,NULL
1358,28.75,11.83,427,100,10/30/2021 16:22,NULL
1359,28.75,11.83,428,100,10/30/2021 16:22,NULL
1360,28.75,11.83,429,100,10/30/2021 16:22,NULL
1361,28.69,11.83,427,54,10/30/2021 16:22,NULL
1362,28.69,11.83,427,100,10/30/2021 16:22,NULL
1363,28.75,11.83,427,100,10/30/2021 16:22,NULL
1364,28.69,11.83,414,100,10/30/2021 16:22,NULL
1365,28.69,11.83,416,57,10/30/2021 16:23,NULL
1366,28.75,11.83,410,100,10/30/2021 16:23,NULL
1367,28.75,11.83,411,100,10/30/2021 16:23,NULL
1368,28.75,11.83,423,-460,10/30/2021 16:23,NULL
1369,28.75,11.83,425,49,10/30/2021 16:23,NULL
1370,28.75,11.82,426,-460,10/30/2021 16:23,NULL
1371,28.69,11.82,427,-460,10/30/2021 16:23,NULL
1372,28.75,11.82,427,-460,10/30/2021 16:24,NULL
1373,28.69,11.82,428,-460,10/30/2021 16:24,NULL
1374,28.75,11.82,428,-460,10/30/2021 16:24,NULL
1375,28.69,11.83,429,44,10/30/2021 16:24,NULL
1376,28.75,11.82,429,49,10/30/2021 16:24,NULL
1377,28.75,11.82,429,100,10/30/2021 16:24,NULL
1378,28.75,11.82,422,100,10/30/2021 16:24,NULL
1379,28.75,11.82,422,100,10/30/2021 16:25,NULL
1380,28.69,11.82,421,56,10/30/2021 16:25,NULL
1381,28.69,11.82,417,56,10/30/2021 16:25,NULL
1382,28.75,11.82,412,-460,10/30/2021 16:25,NULL
1383,28.69,11.82,409,51,10/30/2021 16:25,NULL
1384,28.75,11.82,416,50,10/30/2021 16:25,NULL
1385,28.75,11.82,424,95,10/30/2021 16:25,NULL
1386,28.69,11.82,418,56,10/30/2021 16:26,NULL
1387,28.75,11.82,419,48,10/30/2021 16:26,NULL
1388,28.75,11.82,412,100,10/30/2021 16:26,NULL
